"A,1 Log Mag"
"Frequency (Hz)","dB",
22031875000, -1.046183e+002,
22032000000, -1.018416e+002,
22032125000, -1.029127e+002,
22032250000, -1.033969e+002,
22032375000, -1.030074e+002,
22032500000, -1.025957e+002,
22032625000, -1.039000e+002,
22032750000, -1.034667e+002,
22032875000, -1.031593e+002,
22033000000, -1.031971e+002,
22033125000, -1.014094e+002,
22033250000, -1.020855e+002,
22033375000, -1.028174e+002,
22033500000, -1.033015e+002,
22033625000, -1.030359e+002,
22033750000, -1.026034e+002,
22033875000, -1.039960e+002,
22034000000, -1.031426e+002,
22034125000, -1.016652e+002,
22034250000, -1.032293e+002,
22034375000, -1.036552e+002,
22034500000, -1.031980e+002,
22034625000, -1.029468e+002,
22034750000, -1.026282e+002,
22034875000, -1.046898e+002,
22035000000, -1.018373e+002,
22035125000, -1.022775e+002,
22035250000, -1.026750e+002,
22035375000, -1.032725e+002,
22035500000, -1.041664e+002,
22035625000, -1.025790e+002,
22035750000, -1.043189e+002,
22035875000, -1.033520e+002,
22036000000, -1.031553e+002,
22036125000, -1.022590e+002,
22036250000, -1.042812e+002,
22036375000, -1.028375e+002,
22036500000, -1.034928e+002,
22036625000, -1.024992e+002,
22036750000, -1.030626e+002,
22036875000, -1.022783e+002,
22037000000, -1.029546e+002,
22037125000, -1.038940e+002,
22037250000, -1.021206e+002,
22037375000, -1.026335e+002,
22037500000, -1.029848e+002,
22037625000, -1.047713e+002,
22037750000, -1.025640e+002,
22037875000, -1.044266e+002,
22038000000, -1.042789e+002,
22038125000, -1.026907e+002,
22038250000, -1.027604e+002,
22038375000, -1.018164e+002,
22038500000, -1.035488e+002,
22038625000, -1.024471e+002,
22038750000, -1.039043e+002,
22038875000, -1.032077e+002,
22039000000, -1.023772e+002,
22039125000, -1.031094e+002,
22039250000, -1.027066e+002,
22039375000, -1.037019e+002,
22039500000, -1.029515e+002,
22039625000, -1.024830e+002,
22039750000, -1.022512e+002,
22039875000, -1.026028e+002,
22040000000, -1.036634e+002,
22040125000, -1.035686e+002,
22040250000, -1.024788e+002,
22040375000, -1.036849e+002,
22040500000, -1.036107e+002,
22040625000, -1.022239e+002,
22040750000, -1.040148e+002,
22040875000, -1.037141e+002,
22041000000, -1.026485e+002,
22041125000, -1.024628e+002,
22041250000, -1.026475e+002,
22041375000, -1.037272e+002,
22041500000, -1.025793e+002,
22041625000, -1.026483e+002,
22041750000, -1.040939e+002,
22041875000, -1.020515e+002,
22042000000, -1.018191e+002,
22042125000, -1.025319e+002,
22042250000, -1.033310e+002,
22042375000, -1.032169e+002,
22042500000, -1.026890e+002,
22042625000, -1.023340e+002,
22042750000, -1.024169e+002,
22042875000, -1.032009e+002,
22043000000, -1.030599e+002,
22043125000, -1.031303e+002,
22043250000, -1.027442e+002,
22043375000, -1.027307e+002,
22043500000, -1.021071e+002,
22043625000, -1.031885e+002,
22043750000, -1.035061e+002,
22043875000, -1.036681e+002,
22044000000, -1.027399e+002,
22044125000, -1.032380e+002,
22044250000, -1.022804e+002,
22044375000, -1.042153e+002,
22044500000, -1.020991e+002,
22044625000, -1.026744e+002,
22044750000, -1.027624e+002,
22044875000, -1.025675e+002,
22045000000, -1.044031e+002,
22045125000, -1.030711e+002,
22045250000, -1.024562e+002,
22045375000, -1.024970e+002,
22045500000, -1.028815e+002,
22045625000, -1.025956e+002,
22045750000, -1.029710e+002,
22045875000, -1.031595e+002,
22046000000, -1.035276e+002,
22046125000, -1.021643e+002,
22046250000, -1.046523e+002,
22046375000, -1.031541e+002,
22046500000, -1.023185e+002,
22046625000, -1.024059e+002,
22046750000, -1.031320e+002,
22046875000, -1.019328e+002,
22047000000, -1.022189e+002,
22047125000, -1.032861e+002,
22047250000, -1.037777e+002,
22047375000, -1.034166e+002,
22047500000, -1.029029e+002,
22047625000, -1.032781e+002,
22047750000, -1.022369e+002,
22047875000, -1.017277e+002,
22048000000, -1.033555e+002,
22048125000, -1.030733e+002,
22048250000, -1.025728e+002,
22048375000, -1.028274e+002,
22048500000, -1.025384e+002,
22048625000, -1.031867e+002,
22048750000, -1.030553e+002,
22048875000, -1.029319e+002,
22049000000, -1.011154e+002,
22049125000, -1.023649e+002,
22049250000, -1.030211e+002,
22049375000, -1.036551e+002,
22049500000, -1.035488e+002,
22049625000, -1.021196e+002,
22049750000, -1.041663e+002,
22049875000, -1.023491e+002,
22050000000, -1.030306e+002,
22050125000, -1.019060e+002,
22050250000, -1.038071e+002,
22050375000, -1.030260e+002,
22050500000, -1.029221e+002,
22050625000, -1.031133e+002,
22050750000, -1.043283e+002,
22050875000, -1.016448e+002,
22051000000, -1.020866e+002,
22051125000, -1.027295e+002,
22051250000, -1.031783e+002,
22051375000, -1.025562e+002,
22051500000, -1.022751e+002,
22051625000, -1.018485e+002,
22051750000, -1.012153e+002,
22051875000, -1.021325e+002,
22052000000, -1.039485e+002,
22052125000, -1.028718e+002,
22052250000, -1.028355e+002,
22052375000, -1.022847e+002,
22052500000, -1.026064e+002,
22052625000, -1.037947e+002,
22052750000, -1.022692e+002,
22052875000, -1.025809e+002,
22053000000, -1.045818e+002,
22053125000, -1.026499e+002,
22053250000, -1.032999e+002,
22053375000, -1.023017e+002,
22053500000, -1.025553e+002,
22053625000, -1.034677e+002,
22053750000, -1.035722e+002,
22053875000, -1.024242e+002,
22054000000, -9.800122e+001,
22054125000, -1.030949e+002,
22054250000, -1.024571e+002,
22054375000, -1.033010e+002,
22054500000, -1.032332e+002,
22054625000, -1.037375e+002,
22054750000, -1.024346e+002,
22054875000, -1.031837e+002,
22055000000, -1.034986e+002,
22055125000, -1.025618e+002,
22055250000, -1.035107e+002,
22055375000, -1.007536e+002,
22055500000, -1.030545e+002,
22055625000, -1.026512e+002,
22055750000, -1.025775e+002,
22055875000, -1.023572e+002,
22056000000, -1.028335e+002,
22056125000, -1.037010e+002,
22056250000, -1.036274e+002,
22056375000, -1.027057e+002,
22056500000, -1.013815e+002,
22056625000, -1.016538e+002,
22056750000, -1.042850e+002,
22056875000, -1.047329e+002,
22057000000, -1.042126e+002,
22057125000, -1.029445e+002,
22057250000, -1.034037e+002,
22057375000, -1.040541e+002,
22057500000, -1.019785e+002,
22057625000, -1.028251e+002,
22057750000, -1.047531e+002,
22057875000, -1.032947e+002,
22058000000, -1.032423e+002,
22058125000, -1.038842e+002,
22058250000, -1.013910e+002,
22058375000, -1.043038e+002,
22058500000, -1.021404e+002,
22058625000, -1.022122e+002,
22058750000, -1.034758e+002,
22058875000, -1.038783e+002,
22059000000, -1.038347e+002,
22059125000, -1.028924e+002,
22059250000, -1.018413e+002,
22059375000, -1.023792e+002,
22059500000, -1.030366e+002,
22059625000, -1.025963e+002,
22059750000, -1.032729e+002,
22059875000, -1.022186e+002,
22060000000, -1.030558e+002,
22060125000, -1.036632e+002,
22060250000, -1.028991e+002,
22060375000, -1.021551e+002,
22060500000, -1.036887e+002,
22060625000, -1.031884e+002,
22060750000, -1.030464e+002,
22060875000, -1.045598e+002,
22061000000, -1.032063e+002,
22061125000, -1.018786e+002,
22061250000, -1.029702e+002,
22061375000, -1.021341e+002,
22061500000, -1.033859e+002,
22061625000, -1.024019e+002,
22061750000, -1.042540e+002,
22061875000, -1.030051e+002,
22062000000, -1.025739e+002,
22062125000, -1.025445e+002,
22062250000, -1.020928e+002,
22062375000, -1.017106e+002,
22062500000, -1.031882e+002,
22062625000, -1.027320e+002,
22062750000, -1.025724e+002,
22062875000, -1.031308e+002,
22063000000, -1.032253e+002,
22063125000, -1.033606e+002,
22063250000, -1.033633e+002,
22063375000, -1.037412e+002,
22063500000, -1.022299e+002,
22063625000, -1.018945e+002,
22063750000, -1.020022e+002,
22063875000, -1.033401e+002,
22064000000, -1.033874e+002,
22064125000, -1.024763e+002,
22064250000, -1.034887e+002,
22064375000, -1.032954e+002,
22064500000, -1.035930e+002,
22064625000, -1.036564e+002,
22064750000, -1.037477e+002,
22064875000, -1.020083e+002,
22065000000, -1.039461e+002,
22065125000, -1.029974e+002,
22065250000, -1.018820e+002,
22065375000, -1.037601e+002,
22065500000, -1.038349e+002,
22065625000, -1.025801e+002,
22065750000, -1.033352e+002,
22065875000, -1.034294e+002,
22066000000, -1.041566e+002,
22066125000, -1.030558e+002,
22066250000, -1.024889e+002,
22066375000, -1.022637e+002,
22066500000, -1.022601e+002,
22066625000, -1.028812e+002,
22066750000, -1.028481e+002,
22066875000, -1.043719e+002,
22067000000, -1.028540e+002,
22067125000, -1.018140e+002,
22067250000, -1.030160e+002,
22067375000, -1.025878e+002,
22067500000, -1.025732e+002,
22067625000, -1.027282e+002,
22067750000, -1.038573e+002,
22067875000, -1.032138e+002,
22068000000, -1.012273e+002,
22068125000, -1.041190e+002,
22068250000, -1.030655e+002,
22068375000, -1.031615e+002,
22068500000, -1.031763e+002,
22068625000, -1.029128e+002,
22068750000, -1.026348e+002,
22068875000, -1.027005e+002,
22069000000, -1.016520e+002,
22069125000, -1.031381e+002,
22069250000, -1.019833e+002,
22069375000, -1.019121e+002,
22069500000, -1.045843e+002,
22069625000, -1.022653e+002,
22069750000, -1.030196e+002,
22069875000, -1.021929e+002,
22070000000, -8.198804e+001,
22070125000, -1.027947e+002,
22070250000, -1.013929e+002,
22070375000, -1.028079e+002,
22070500000, -1.028066e+002,
22070625000, -1.023484e+002,
22070750000, -1.021516e+002,
22070875000, -1.029113e+002,
22071000000, -1.039028e+002,
22071125000, -1.028890e+002,
22071250000, -1.043039e+002,
22071375000, -1.034564e+002,
22071500000, -1.027592e+002,
22071625000, -1.040510e+002,
22071750000, -1.039373e+002,
22071875000, -1.024366e+002,
22072000000, -1.020283e+002,
22072125000, -1.025042e+002,
22072250000, -1.031843e+002,
22072375000, -1.032505e+002,
22072500000, -1.039884e+002,
22072625000, -1.016531e+002,
22072750000, -1.024891e+002,
22072875000, -1.035324e+002,
22073000000, -1.018853e+002,
22073125000, -1.038603e+002,
22073250000, -1.027581e+002,
22073375000, -1.046547e+002,
22073500000, -1.034256e+002,
22073625000, -1.034795e+002,
22073750000, -1.041128e+002,
22073875000, -1.033938e+002,
22074000000, -1.029578e+002,
22074125000, -1.042853e+002,
22074250000, -1.025491e+002,
22074375000, -1.020105e+002,
22074500000, -1.027204e+002,
22074625000, -1.040491e+002,
22074750000, -1.034896e+002,
22074875000, -1.032841e+002,
22075000000, -1.020258e+002,
22075125000, -1.038380e+002,
22075250000, -1.028516e+002,
22075375000, -1.031486e+002,
22075500000, -1.030434e+002,
22075625000, -1.028007e+002,
22075750000, -1.019235e+002,
22075875000, -1.044606e+002,
22076000000, -1.028849e+002,
22076125000, -1.018941e+002,
22076250000, -1.027809e+002,
22076375000, -1.027440e+002,
22076500000, -1.041274e+002,
22076625000, -1.033162e+002,
22076750000, -1.027206e+002,
22076875000, -1.035556e+002,
22077000000, -1.038186e+002,
22077125000, -1.031232e+002,
22077250000, -1.029106e+002,
22077375000, -1.023092e+002,
22077500000, -1.030437e+002,
22077625000, -1.033582e+002,
22077750000, -1.030723e+002,
22077875000, -1.035716e+002,
22078000000, -1.021049e+002,
22078125000, -1.016131e+002,
22078250000, -1.034674e+002,
22078375000, -1.034061e+002,
22078500000, -1.012359e+002,
22078625000, -1.033019e+002,
22078750000, -1.031577e+002,
22078875000, -1.019887e+002,
22079000000, -1.048982e+002,
22079125000, -1.022823e+002,
22079250000, -1.034935e+002,
22079375000, -1.024062e+002,
22079500000, -1.030081e+002,
22079625000, -1.015491e+002,
22079750000, -1.032809e+002,
22079875000, -1.039906e+002,
22080000000, -1.027402e+002,
22080125000, -1.034174e+002,
22080250000, -1.035418e+002,
22080375000, -1.036113e+002,
22080500000, -1.037178e+002,
22080625000, -1.044887e+002,
22080750000, -1.015244e+002,
22080875000, -1.016543e+002,
22081000000, -1.041512e+002,
22081125000, -1.025549e+002,
22081250000, -1.031007e+002,
22081375000, -1.032663e+002,
22081500000, -1.027048e+002,
22081625000, -1.031666e+002,
22081750000, -1.031964e+002,
22081875000, -1.027951e+002,
22082000000, -1.022337e+002,
22082125000, -1.040291e+002,
22082250000, -1.037702e+002,
22082375000, -1.020990e+002,
22082500000, -1.029610e+002,
22082625000, -1.030144e+002,
22082750000, -1.028517e+002,
22082875000, -1.021510e+002,
22083000000, -1.024608e+002,
22083125000, -1.034547e+002,
22083250000, -1.036074e+002,
22083375000, -1.033015e+002,
22083500000, -1.027188e+002,
22083625000, -1.021022e+002,
22083750000, -1.023460e+002,
22083875000, -1.035469e+002,
22084000000, -1.021196e+002,
22084125000, -1.044079e+002,
22084250000, -1.030165e+002,
22084375000, -1.034529e+002,
22084500000, -1.036031e+002,
22084625000, -1.016945e+002,
22084750000, -1.028161e+002,
22084875000, -1.017109e+002,
22085000000, -1.043110e+002,
22085125000, -1.031562e+002,
22085250000, -1.033459e+002,
22085375000, -1.018656e+002,
22085500000, -1.033797e+002,
22085625000, -1.030126e+002,
22085750000, -1.032376e+002,
22085875000, -1.020063e+002,
22086000000, -1.040889e+002,
22086125000, -1.035671e+002,
22086250000, -1.026133e+002,
22086375000, -1.039329e+002,
22086500000, -1.027412e+002,
22086625000, -1.033345e+002,
22086750000, -1.034507e+002,
22086875000, -1.034040e+002,
22087000000, -1.033700e+002,
22087125000, -1.017679e+002,
22087250000, -1.028492e+002,
22087375000, -1.041376e+002,
22087500000, -1.023952e+002,
22087625000, -1.026112e+002,
22087750000, -1.023544e+002,
22087875000, -1.023881e+002,
22088000000, -1.028895e+002,
22088125000, -1.030294e+002,
22088250000, -1.023715e+002,
22088375000, -1.031038e+002,
22088500000, -1.035941e+002,
22088625000, -1.025694e+002,
22088750000, -1.051600e+002,
22088875000, -1.035105e+002,
22089000000, -1.036792e+002,
22089125000, -1.020323e+002,
22089250000, -1.018969e+002,
22089375000, -1.036528e+002,
22089500000, -1.044989e+002,
22089625000, -1.039735e+002,
22089750000, -1.037005e+002,
22089875000, -1.041068e+002,
22090000000, -1.034323e+002,
22090125000, -1.033844e+002,
22090250000, -1.020471e+002,
22090375000, -1.030428e+002,
22090500000, -1.032545e+002,
22090625000, -1.022140e+002,
22090750000, -1.031867e+002,
22090875000, -1.027193e+002,
22091000000, -1.020645e+002,
22091125000, -1.041009e+002,
22091250000, -1.011749e+002,
22091375000, -1.028129e+002,
22091500000, -1.030749e+002,
22091625000, -1.035183e+002,
22091750000, -1.021478e+002,
22091875000, -1.031211e+002,
22092000000, -1.022197e+002,
22092125000, -1.035487e+002,
22092250000, -1.037865e+002,
22092375000, -1.030261e+002,
22092500000, -1.024907e+002,
22092625000, -1.033413e+002,
22092750000, -1.038308e+002,
22092875000, -1.024745e+002,
22093000000, -1.025525e+002,
22093125000, -1.042964e+002,
22093250000, -1.037230e+002,
22093375000, -1.032431e+002,
22093500000, -1.021253e+002,
22093625000, -1.037825e+002,
22093750000, -1.021524e+002,
22093875000, -1.026556e+002,
22094000000, -1.038512e+002,
22094125000, -1.039594e+002,
22094250000, -1.025213e+002,
22094375000, -1.046585e+002,
22094500000, -1.034566e+002,
22094625000, -1.031055e+002,
22094750000, -1.038839e+002,
22094875000, -1.042040e+002,
22095000000, -1.029684e+002,
22095125000, -1.033322e+002,
22095250000, -1.027254e+002,
22095375000, -1.018033e+002,
22095500000, -1.018272e+002,
22095625000, -1.032111e+002,
22095750000, -1.017020e+002,
22095875000, -1.038907e+002,
22096000000, -1.032525e+002,
22096125000, -1.015465e+002,
22096250000, -1.029092e+002,
22096375000, -1.026073e+002,
22096500000, -1.021689e+002,
22096625000, -1.033060e+002,
22096750000, -1.028477e+002,
22096875000, -1.028982e+002,
22097000000, -1.039986e+002,
22097125000, -1.040381e+002,
22097250000, -1.023564e+002,
22097375000, -1.040685e+002,
22097500000, -1.027894e+002,
22097625000, -1.025385e+002,
22097750000, -1.029776e+002,
22097875000, -1.038468e+002,
22098000000, -1.036794e+002,
22098125000, -1.034465e+002,
22098250000, -1.042593e+002,
22098375000, -1.032560e+002,
22098500000, -1.026654e+002,
22098625000, -1.034668e+002,
22098750000, -1.030205e+002,
22098875000, -1.019826e+002,
22099000000, -1.028715e+002,
22099125000, -1.033911e+002,
22099250000, -1.022240e+002,
22099375000, -1.025339e+002,
22099500000, -1.037854e+002,
22099625000, -1.024709e+002,
22099750000, -1.035438e+002,
22099875000, -1.025686e+002,
22100000000, -1.016832e+002,
22100125000, -1.036404e+002,
22100250000, -1.025822e+002,
22100375000, -1.028560e+002,
22100500000, -1.026131e+002,
22100625000, -1.026826e+002,
22100750000, -1.050319e+002,
22100875000, -1.039704e+002,
22101000000, -1.027267e+002,
22101125000, -1.044459e+002,
22101250000, -1.034357e+002,
22101375000, -1.036403e+002,
22101500000, -1.031162e+002,
22101625000, -1.022534e+002,
22101750000, -1.036308e+002,
22101875000, -1.036987e+002,
22102000000, -1.006067e+002,
22102125000, -1.039269e+002,
22102250000, -1.009436e+002,
22102375000, -1.022951e+002,
22102500000, -1.019546e+002,
22102625000, -1.015321e+002,
22102750000, -1.020547e+002,
22102875000, -1.015793e+002,
22103000000, -1.023197e+002,
22103125000, -1.031167e+002,
22103250000, -1.014284e+002,
22103375000, -1.036400e+002,
22103500000, -1.039616e+002,
22103625000, -1.025347e+002,
22103750000, -1.036922e+002,
22103875000, -1.034432e+002,
22104000000, -9.892245e+001,
22104125000, -1.017624e+002,
22104250000, -1.022432e+002,
22104375000, -1.026075e+002,
22104500000, -1.029646e+002,
22104625000, -1.033269e+002,
22104750000, -1.039187e+002,
22104875000, -1.027016e+002,
22105000000, -1.021892e+002,
22105125000, -1.032211e+002,
22105250000, -1.023717e+002,
22105375000, -1.033050e+002,
22105500000, -1.028298e+002,
22105625000, -1.038140e+002,
22105750000, -1.030213e+002,
22105875000, -1.040093e+002,
22106000000, -1.043142e+002,
22106125000, -1.031961e+002,
22106250000, -1.034183e+002,
22106375000, -1.038784e+002,
22106500000, -1.019363e+002,
22106625000, -1.032502e+002,
22106750000, -1.032301e+002,
22106875000, -1.031672e+002,
22107000000, -1.036952e+002,
22107125000, -1.024156e+002,
22107250000, -1.028002e+002,
22107375000, -1.031762e+002,
22107500000, -1.035545e+002,
22107625000, -1.036184e+002,
22107750000, -1.029251e+002,
22107875000, -1.035460e+002,
22108000000, -1.026334e+002,
22108125000, -1.039442e+002,
22108250000, -1.026759e+002,
22108375000, -1.029629e+002,
22108500000, -1.032578e+002,
22108625000, -1.033191e+002,
22108750000, -1.024281e+002,
22108875000, -1.029478e+002,
22109000000, -1.033522e+002,
22109125000, -1.023770e+002,
22109250000, -1.019437e+002,
22109375000, -1.027370e+002,
22109500000, -1.028152e+002,
22109625000, -1.031008e+002,
22109750000, -1.048761e+002,
22109875000, -1.038772e+002,
22110000000, -1.028765e+002,
22110125000, -1.031116e+002,
22110250000, -1.046653e+002,
22110375000, -1.028021e+002,
22110500000, -1.023289e+002,
22110625000, -1.022261e+002,
22110750000, -1.025688e+002,
22110875000, -1.023210e+002,
22111000000, -1.017092e+002,
22111125000, -1.057067e+002,
22111250000, -1.031189e+002,
22111375000, -1.020790e+002,
22111500000, -1.036500e+002,
22111625000, -1.027645e+002,
22111750000, -1.022507e+002,
22111875000, -1.037103e+002,
22112000000, -1.039517e+002,
22112125000, -1.036337e+002,
22112250000, -1.036070e+002,
22112375000, -1.022843e+002,
22112500000, -1.028428e+002,
22112625000, -1.019146e+002,
22112750000, -1.028591e+002,
22112875000, -1.026800e+002,
22113000000, -1.029935e+002,
22113125000, -1.043643e+002,
22113250000, -1.040967e+002,
22113375000, -1.017943e+002,
22113500000, -1.025454e+002,
22113625000, -1.035465e+002,
22113750000, -1.031458e+002,
22113875000, -1.032315e+002,
22114000000, -1.029471e+002,
22114125000, -1.034942e+002,
22114250000, -1.046004e+002,
22114375000, -1.021397e+002,
22114500000, -1.028428e+002,
22114625000, -1.033710e+002,
22114750000, -1.027026e+002,
22114875000, -1.031456e+002,
22115000000, -1.028149e+002,
22115125000, -1.012363e+002,
22115250000, -1.024558e+002,
22115375000, -1.045041e+002,
22115500000, -1.042097e+002,
22115625000, -1.024816e+002,
22115750000, -1.021961e+002,
22115875000, -1.035571e+002,
22116000000, -1.029832e+002,
22116125000, -1.019436e+002,
22116250000, -1.024987e+002,
22116375000, -1.027500e+002,
22116500000, -1.030763e+002,
22116625000, -1.033212e+002,
22116750000, -1.031193e+002,
22116875000, -1.032598e+002,
22117000000, -1.029542e+002,
22117125000, -1.041795e+002,
22117250000, -1.048141e+002,
22117375000, -1.037458e+002,
22117500000, -1.037771e+002,
22117625000, -1.027876e+002,
22117750000, -1.035498e+002,
22117875000, -1.028167e+002,
22118000000, -1.021442e+002,
22118125000, -1.018230e+002,
22118250000, -1.018443e+002,
22118375000, -1.029508e+002,
22118500000, -1.031580e+002,
22118625000, -1.025357e+002,
22118750000, -1.028918e+002,
22118875000, -1.031890e+002,
22119000000, -1.020119e+002,
22119125000, -1.029976e+002,
22119250000, -1.029052e+002,
22119375000, -1.021127e+002,
22119500000, -1.019459e+002,
22119625000, -1.037953e+002,
22119750000, -1.032593e+002,
22119875000, -1.040956e+002,
22120000000, -8.117191e+001,
22120125000, -1.036951e+002,
22120250000, -1.034579e+002,
22120375000, -1.024651e+002,
22120500000, -1.045621e+002,
22120625000, -1.036848e+002,
22120750000, -1.036785e+002,
22120875000, -1.025852e+002,
22121000000, -1.022347e+002,
22121125000, -1.037213e+002,
22121250000, -1.025365e+002,
22121375000, -1.027836e+002,
22121500000, -1.021593e+002,
22121625000, -1.044634e+002,
22121750000, -1.011250e+002,
22121875000, -1.027930e+002,
22122000000, -1.008274e+002,
22122125000, -1.022087e+002,
22122250000, -1.025083e+002,
22122375000, -1.022850e+002,
22122500000, -1.037920e+002,
22122625000, -1.023251e+002,
22122750000, -1.057636e+002,
22122875000, -1.039368e+002,
22123000000, -1.031001e+002,
22123125000, -1.028802e+002,
22123250000, -1.028451e+002,
22123375000, -1.033222e+002,
22123500000, -1.041350e+002,
22123625000, -1.027825e+002,
22123750000, -1.033113e+002,
22123875000, -1.028603e+002,
22124000000, -1.039904e+002,
22124125000, -1.034716e+002,
22124250000, -1.034874e+002,
22124375000, -1.020530e+002,
22124500000, -1.020029e+002,
22124625000, -1.046918e+002,
22124750000, -1.025559e+002,
22124875000, -1.034360e+002,
22125000000, -1.032264e+002,
22125125000, -1.036521e+002,
22125250000, -1.035524e+002,
22125375000, -1.019311e+002,
22125500000, -1.020668e+002,
22125625000, -1.024549e+002,
22125750000, -1.035609e+002,
22125875000, -1.034967e+002,
22126000000, -1.035255e+002,
22126125000, -1.033272e+002,
22126250000, -1.027570e+002,
22126375000, -1.032339e+002,
22126500000, -1.026052e+002,
22126625000, -1.026818e+002,
22126750000, -1.020506e+002,
22126875000, -1.032813e+002,
22127000000, -1.030551e+002,
22127125000, -1.028439e+002,
22127250000, -1.022892e+002,
22127375000, -1.030759e+002,
22127500000, -1.034142e+002,
22127625000, -1.037607e+002,
22127750000, -1.033604e+002,
22127875000, -1.029814e+002,
22128000000, -1.025650e+002,
22128125000, -1.032606e+002,
22128250000, -1.035000e+002,
22128375000, -1.026191e+002,
22128500000, -1.027058e+002,
22128625000, -1.029562e+002,
22128750000, -1.015412e+002,
22128875000, -1.036149e+002,
22129000000, -1.031025e+002,
22129125000, -1.027707e+002,
22129250000, -1.036016e+002,
22129375000, -1.021288e+002,
22129500000, -1.029230e+002,
22129625000, -1.021507e+002,
22129750000, -1.024346e+002,
22129875000, -1.028884e+002,
22130000000, -1.022697e+002,
22130125000, -1.018544e+002,
22130250000, -1.029794e+002,
22130375000, -1.020238e+002,
22130500000, -1.023014e+002,
22130625000, -1.037894e+002,
22130750000, -1.028926e+002,
22130875000, -1.032282e+002,
22131000000, -1.021871e+002,
22131125000, -1.030800e+002,
22131250000, -1.036060e+002,
22131375000, -1.030416e+002,
22131500000, -1.037060e+002,
22131625000, -1.024334e+002,
22131750000, -1.027638e+002,
22131875000, -1.021678e+002,
22132000000, -1.032302e+002,
22132125000, -1.025096e+002,
22132250000, -1.040936e+002,
22132375000, -1.034415e+002,
22132500000, -1.019820e+002,
22132625000, -1.028368e+002,
22132750000, -1.025353e+002,
22132875000, -1.025028e+002,
22133000000, -1.044748e+002,
22133125000, -1.041754e+002,
22133250000, -1.015998e+002,
22133375000, -1.034514e+002,
22133500000, -1.041799e+002,
22133625000, -1.028498e+002,
22133750000, -1.038085e+002,
22133875000, -1.020508e+002,
22134000000, -1.035768e+002,
22134125000, -1.034459e+002,
22134250000, -1.026854e+002,
22134375000, -1.019339e+002,
22134500000, -1.034435e+002,
22134625000, -1.022523e+002,
22134750000, -1.021621e+002,
22134875000, -1.043714e+002,
22135000000, -1.041811e+002,
22135125000, -1.032968e+002,
22135250000, -1.029702e+002,
22135375000, -1.031722e+002,
22135500000, -1.047384e+002,
22135625000, -1.026634e+002,
22135750000, -1.039224e+002,
22135875000, -1.029109e+002,
22136000000, -1.024036e+002,
22136125000, -1.029630e+002,
22136250000, -1.041812e+002,
22136375000, -1.038123e+002,
22136500000, -1.041617e+002,
22136625000, -1.021636e+002,
22136750000, -1.026445e+002,
22136875000, -1.043090e+002,
22137000000, -1.035442e+002,
22137125000, -1.023953e+002,
22137250000, -1.044106e+002,
22137375000, -1.029786e+002,
22137500000, -1.021822e+002,
22137625000, -1.015320e+002,
22137750000, -1.033372e+002,
22137875000, -1.029047e+002,
22138000000, -1.031080e+002,
22138125000, -1.030396e+002,
22138250000, -1.031249e+002,
22138375000, -1.028069e+002,
22138500000, -1.018156e+002,
22138625000, -1.046034e+002,
22138750000, -1.031733e+002,
22138875000, -1.036446e+002,
22139000000, -1.031636e+002,
22139125000, -1.014909e+002,
22139250000, -1.020742e+002,
22139375000, -1.033902e+002,
22139500000, -1.022493e+002,
22139625000, -1.036215e+002,
22139750000, -1.029255e+002,
22139875000, -1.029190e+002,
22140000000, -1.029802e+002,
22140125000, -1.028147e+002,
22140250000, -1.040707e+002,
22140375000, -1.036694e+002,
22140500000, -1.033509e+002,
22140625000, -1.023360e+002,
22140750000, -1.023046e+002,
22140875000, -1.043944e+002,
22141000000, -1.022942e+002,
22141125000, -1.037680e+002,
22141250000, -1.024852e+002,
22141375000, -1.030774e+002,
22141500000, -1.021342e+002,
22141625000, -1.027691e+002,
22141750000, -1.038624e+002,
22141875000, -1.034889e+002,
22142000000, -1.037648e+002,
22142125000, -1.023668e+002,
22142250000, -1.027883e+002,
22142375000, -1.032644e+002,
22142500000, -1.029432e+002,
22142625000, -1.021817e+002,
22142750000, -1.029942e+002,
22142875000, -1.028437e+002,
22143000000, -1.035350e+002,
22143125000, -1.021668e+002,
22143250000, -1.022206e+002,
22143375000, -1.021906e+002,
22143500000, -1.037890e+002,
22143625000, -1.020432e+002,
22143750000, -1.026461e+002,
22143875000, -1.033932e+002,
22144000000, -1.041880e+002,
22144125000, -1.023827e+002,
22144250000, -1.025321e+002,
22144375000, -1.025186e+002,
22144500000, -1.037539e+002,
22144625000, -1.035870e+002,
22144750000, -1.036156e+002,
22144875000, -1.027882e+002,
22145000000, -1.034577e+002,
22145125000, -1.037155e+002,
22145250000, -1.029905e+002,
22145375000, -1.028910e+002,
22145500000, -1.027401e+002,
22145625000, -1.023561e+002,
22145750000, -1.020336e+002,
22145875000, -1.024850e+002,
22146000000, -1.027741e+002,
22146125000, -1.032710e+002,
22146250000, -1.041447e+002,
22146375000, -1.031019e+002,
22146500000, -1.026898e+002,
22146625000, -1.020437e+002,
22146750000, -1.030213e+002,
22146875000, -1.030222e+002,
22147000000, -1.045789e+002,
22147125000, -1.036777e+002,
22147250000, -1.027779e+002,
22147375000, -1.025223e+002,
22147500000, -1.038618e+002,
22147625000, -1.029909e+002,
22147750000, -1.021904e+002,
22147875000, -1.030732e+002,
22148000000, -1.030250e+002,
22148125000, -1.024608e+002,
